original_row_index,doi,original_salt,rejection_reason
13450,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13451,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13452,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13453,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13454,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13455,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13456,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13457,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13458,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13459,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13460,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13461,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13462,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13463,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13464,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13465,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13466,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13467,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13468,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13469,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13470,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13471,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13472,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13473,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13474,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13475,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13476,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13477,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13478,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13479,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13480,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13481,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13482,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13483,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13484,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13485,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13486,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13487,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13488,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13489,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13490,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13491,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13492,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13493,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13494,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13495,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13496,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13497,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13498,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13499,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13500,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13501,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13502,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13503,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13504,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13505,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13506,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13507,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13508,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13509,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13510,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13511,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13512,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13513,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13514,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13515,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13516,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13517,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13518,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13519,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13520,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13521,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13522,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13523,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13524,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13525,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13526,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13527,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13528,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13529,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13530,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13531,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13532,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13533,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13534,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13535,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13536,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13537,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13538,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13539,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13540,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13541,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13542,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
